Word,POS,NER
মোকাম,NNP,I-LOC
হিসেবে,PP,B-OTH
পরিচিত।,ADJ,B-OTH
স্পোর্টস,NNP,B-ORG
রিপোর্টঃ,NNP,I-ORG
কাতার,NNP,B-GPE
বিশ্বকাপে,NNC,B-EVENT
তৃতীয়স্থান,ADJ,B-NUM
নির্ধারণী,ADJ,B-OTH
ম্যাচে,NNC,B-EVENT
মরক্কোকে,NNP,B-GPE
২-১,QF,B-NUM
গোলে,NNC,B-OTH
হারিয়েছে,VF,B-OTH
ক্রোয়েশিয়া।,NNP,B-GPE
চীনের,NNP,B-GPE
মধ্যস্থতায়,NNC,B-OTH
টিএনএলএর,NNP,B-ORG
সাথে,PP,B-OTH
মিয়ানমারের,NNP,B-GPE
সাক্ষরিত,ADJ,B-OTH
অস্ত্রবিরতি,NNC,B-OTH
চুক্তি,NNC,B-OTH
লঙ্ঘন,NNC,B-OTH
করে,VNF,B-OTH
হামলা,NNC,B-OTH
চালিয়েছে,VF,B-OTH
জাতিগত,ADJ,B-OTH
সশস্ত্র,ADJ,B-OTH
এই,DET,B-OTH
গোষ্ঠীর,NNC,B-OTH
সদস্যরা।,NNC,B-PER
স্বাস্থ্য,ADJ,B-OTH
সচেতন,ADJ,B-OTH
যে,DET,B-OTH
কোন,DET,B-OTH
ব্রিটিশের,NNC,B-PER
খুব,ADJ,B-OTH
পছন্দের,NNC,B-OTH
খাবার,NNC,B-OTH
হল,VF,B-OTH
সালাদ।,NNC,B-OTH
অক্টোবরে,NNP,B-D&T
মার্কিন,ADJ,B-GPE
প্রেসিডেন্ট,NNC,B-PER
জো,NNP,B-PER
বাইডেন,NNP,I-PER
এআই,NNP,B-OTH
নিরাপত্তার,NNC,B-OTH
মানদণ্ড,NNC,B-OTH
নির্ধারণে,NNC,B-OTH
একটি,QF,B-NUM
নির্বাহী,ADJ,B-OTH
আদেশে,NNC,B-OTH
স্বাক্ষর,NNC,B-OTH
করেন।,VF,B-OTH
কনের,NNC,B-PER
নিকটাত্মীয়,ADJ,B-PER
সংস্কৃতিকর্মী,NNC,B-PER
সৈয়দ,NNP,B-PER
মাসুম,NNP,I-PER
রেজা,NNP,I-PER
বলেন,VF,B-OTH
দেনমোহরে,NNC,B-OTH
সবসময়,ADV,B-OTH
কনেদের,NNC,B-PER
বা,CONJ,B-OTH
কনেপক্ষকে,NNC,B-PER
টাকার,NNC,B-OTH
অঙ্ক,NNC,B-OTH
বাড়াতে,VNF,B-OTH
দেখেছি।,VF,B-OTH
লংকানদের,NNP,B-PER
হয়ে,VNF,B-OTH
হাসারাঙ্গা,NNP,B-PER
৩টি,QF,B-NUM
লাহিরু,NNP,B-PER
কুমারা,NNP,I-PER
২টি,QF,B-NUM
রাজিথা,NNP,B-PER
ও,CONJ,B-OTH
ধনঞ্জয়া,NNP,B-PER
একটি,QF,B-NUM
করে,PP,B-OTH
উইকেট,NNC,B-OTH
লাভ,NNC,B-OTH
করেন।,VF,B-OTH
এই,DET,B-OTH
অনুষদের,NNC,B-OTH
বিভিন্ন,ADJ,B-OTH
কার্যক্রম,NNC,B-OTH
এইচইকিউইপির,NNP,B-OTH
সেলফ,NNP,B-OTH
অ্যাসেসমেন্টের,NNP,B-OTH
আওতায়,NNC,B-OTH
এক্সটার্নাল,ADJ,B-OTH
পিয়ার,NNC,B-OTH
রিভিউ,NNC,B-OTH
দ্বারা,PP,B-OTH
পরীক্ষিত।,ADJ,B-OTH
টানা,ADJ,B-OTH
তিন,QF,B-NUM
দিনের,NNC,B-UNIT
ছুটিতে,NNC,B-OTH
পর্যটন,NNC,B-OTH
কেন্দ্রগুলোয়,NNC,B-OTH
পর্যটকের,NNC,B-PER
ঢল,NNC,B-OTH
নেমেছে।,VF,B-OTH
সভায়,NNC,B-EVENT
বাংলাদেশ,NNP,B-GPE
আমেরিকা,NNP,B-GPE
ফ্রান্স,NNP,B-GPE
ভারত,NNP,B-GPE
ইরান,NNP,B-GPE
নেপাল,NNP,B-GPE
পাকিস্তান,NNP,B-GPE
তুরস্ক,NNP,B-GPE
ও,CONJ,B-OTH
তাজাকিস্তানের,NNP,B-GPE
শিক্ষক-গবেষকরা,NNC,B-PER
অংশ,NNC,B-OTH
নেন।,VF,B-OTH
আলিদুস্তি,NNP,B-PER
তার,PRO,B-OTH
কমেন্টে,NNC,B-OTH
বলেন,VF,B-OTH
‘আপনার,PUNCT,B-OTH
নিরবতা,NNC,B-OTH
মানে,NNC,B-OTH
অত্যাচার,NNC,B-OTH
ও,CONJ,B-OTH
অত্যাচারীকে,NNC,B-OTH
সমর্থন,NNC,B-OTH
করা।,NNC,B-OTH
মিথুন,NNP,B-OTH
রাশির,NNC,B-OTH
জাতক,NNC,B-OTH
জাতিকার,NNC,B-PER
বিদেশ,NNC,B-OTH
যাত্রার,NNC,B-OTH
সুযোগ,NNC,B-OTH
আসতে,VNF,B-OTH
পারে।,VF,B-OTH
যদিও,ADV,B-OTH
এডস,NNC,B-OTH
নিয়ন্ত্রণের,NNC,B-OTH
দায়িত্ব,NNC,B-OTH
থাকা,NNC,B-OTH
জেলা,NNC,B-OTH
আধিকারিক,NNC,B-PER
রানা,NNP,B-PER
দাম,NNP,I-PER
বলেন,VF,B-OTH
‘‘এডস,PUNCT,B-OTH
নিয়ে,PP,B-OTH
মানুষের,NNC,B-PER
মধ্যে,PP,B-OTH
সচেতনতা,NNC,B-OTH
অনেক,ADJ,B-OTH
বেড়েছে।,VF,B-OTH
চীনের,NNP,B-GPE
নারী,ADJ,B-PER
নভোচারী,NNC,B-PER
ওয়াং,NNP,B-PER
ওয়াপিং,NNP,I-PER
মহাশূন্যে,NNC,B-OTH
হেঁটে,VNF,B-OTH
ইতিহাস,NNC,B-OTH
গড়েছেন।,VF,B-OTH
কোন,DET,B-OTH
ব্যাংক,NNC,B-ORG
থেকে,PP,B-OTH
কত,ADJ,B-OTH
ঋণ,NNC,B-OTH
ভারতের,NNP,B-GPE
সর্বদক্ষিণের,NNC,B-OTH
রাজ্য,NNC,B-OTH
কেরালার,NNP,B-GPE
এক,QF,B-NUM
দরিদ্র,ADJ,B-OTH
পরিবারে,NNC,B-OTH
জন্ম।,NNC,B-OTH
জোড়া,NNP,B-OTH
শালিক,NNP,B-OTH
চোখে,NNC,B-OTH
পড়লে,VNF,B-OTH
আমাদের,PRO,B-OTH
দেশে,NNC,B-OTH
হয়তো,ADV,B-OTH
অনেক,ADJ,B-OTH
মানুষের,NNC,B-PER
মনে,NNC,B-OTH
কোন,DET,B-OTH
একটা,QF,B-NUM
কিছু,PRO,B-OTH
অকারণ,PUNCT,B-OTH
দোলা,NNC,B-OTH
দিয়ে,VNF,B-OTH
যায়।,VF,B-OTH
ইটনায়,NNP,B-GPE
নিখোঁজের,NNC,B-OTH
৩,QF,B-NUM
দিন,NNC,B-UNIT
পর,PP,B-OTH
বন্নী,NNP,B-LOC
নদী,NNC,I-LOC
থেকে,PP,B-OTH
ওমর,NNP,B-PER
ফারুক,NNP,I-PER
তারা,NNP,I-PER
নামের,NNC,B-OTH
পাঠাও,NNC,B-OTH
চালকের,NNC,B-PER
লাশ,NNC,B-OTH
উদ্ধার,NNC,B-OTH
করেছে,VF,B-OTH
পুলিশ।,NNC,B-ORG
সাবেক,ADJ,B-OTH
প্রতিমন্ত্রী,NNC,B-PER
সালমা,NNP,B-PER
ইসলাম,NNP,I-PER
বলেন,VF,B-OTH
সাধারণ,ADJ,B-OTH
মানুষের,NNC,B-PER
পাশে,NNC,B-OTH
থেকে,PP,B-OTH
তাদের,PRO,B-OTH
উন্নয়নে,NNC,B-OTH
কাজ,NNC,B-OTH
করতে,VNF,B-OTH
হবে,VF,B-OTH
আমাদের।,PRO,B-OTH
শুরুতে,NNC,B-OTH
শিক্ষার্থীদের,NNC,B-PER
ফরাসি,NNP,B-MISC
এবং,CONJ,B-OTH
ইংরেজি,NNP,B-MISC
ভাষা,NNC,B-OTH
শেখানো,NNC,B-OTH
হয়।,VF,B-OTH
মেষ,NNP,B-OTH
রাশি,NNP,B-ORG
২১,PUNCT,B-OTH
মার্চ-২০,NNP,B-D&T
এপ্রিল,NNP,B-D&T
আর্থিক,ADJ,B-OTH
সচ্ছলতা,NNC,B-OTH
জীবন,NNC,B-OTH
ধারণের,NNC,B-OTH
জন্য,PP,B-OTH
ও,CONJ,B-OTH
ভবিষ্যতের,NNC,B-OTH
নিরাপত্তার,NNC,B-OTH
জন্য,PP,B-OTH
খুব,ADJ,B-OTH
প্রয়োজন।,NNC,B-OTH
আজমিরীগঞ্জ,NNP,B-GPE
হবিগঞ্জ,PUNCT,B-OTH
থেকে,PP,B-OTH
সংবাদদাতা,NNC,B-OTH
,PUNCT,B-OTH
হবিগঞ্জের,NNP,B-GPE
আজমিরীগঞ্জে,NNP,B-GPE
উপজেলা,NNC,B-ORG
স্বেচ্ছাসেবক,NNP,I-ORG
দলের,NNP,I-ORG
আহ্বায়কসহ,NNC,B-PER
৩,QF,B-NUM
জনকে,NNC,B-OTH
গ্রেফতার,NNC,B-OTH
করেছে,VF,B-OTH
পুলিশ।,NNC,B-ORG
ঢাকা,NNP,B-GPE
থেকে,PP,B-OTH
চট্টগ্রামে,NNP,B-GPE
আসার,NNC,B-OTH
অনেক,ADJ,B-OTH
বাস,NNC,B-OTH
আছে।,VF,B-OTH
এবছর,NNC,B-OTH
নিয়মরক্ষার,NNC,B-OTH
দুর্গাপুজো,NNP,B-EVENT
হবে,VF,B-OTH
আমেরিকার,NNP,B-GPE
প্রায়,ADJ,B-OTH
সব,DET,B-OTH
ছোট,ADJ,B-OTH
বড়,ADJ,B-OTH
শহরেই,NNC,B-OTH
নমঃ,ADV,B-OTH
নমঃ,NNC,B-OTH
করে।,VNF,B-OTH
নিহতদের,NNC,B-PER
নাম,NNC,B-OTH
রাসেল,NNP,B-PER
ও,CONJ,B-OTH
কামরুল,NNP,B-PER
হুদা।,NNP,I-PER
ফুলপুরে,NNP,B-LOC
মঙ্গলবার,NNP,B-D&T
কৃষি,NNC,B-EVENT
যন্ত্রপাতি,NNC,I-EVENT
মেলা,NNC,I-EVENT
ও,CONJ,B-OTH
সভা,NNC,B-EVENT
হয়েছে।,VF,B-OTH
৮ম,ADJ,B-NUM
পর্ব,NNC,B-OTH
পড়তে,VNF,B-OTH
এখানে,ADV,B-OTH
ক্লিক,NNC,B-OTH
করুন,VF,B-OTH
অ্যালোভেরাও,NNC,B-OTH
কিন্তু,CONJ,B-OTH
দাদ,NNP,B-OTH
নির্মূল,NNC,B-OTH
করতে,VNF,B-OTH
সক্ষম।,ADJ,B-OTH
উত্তর,PUNCT,B-OTH
আমেরিকায়,NNP,B-T&T
মুহাম্মদ,NNP,B-PER
হাবিবুর,NNP,I-PER
রহমানের,NNP,I-PER
ভ্রমণ,NNC,B-OTH
গ্রন্থ।,NNC,B-OTH
সিরিজ,NNC,B-EVENT
জিততে,VNF,B-OTH
১০১,QF,B-NUM
রানের,NNC,B-OTH
সহজ,ADJ,B-OTH
টার্গেটে,NNC,B-OTH
মারমুখী,ADJ,B-OTH
মেজাজে,NNC,B-OTH
ব্যাটিং,NNC,B-OTH
শুরু,NNC,B-OTH
করেন,VF,B-OTH
বাংলাদেশের,NNP,B-GPE
দুই,QF,B-NUM
ওপেনার,NNC,B-PER
তামিম,NNP,B-PER
ও,CONJ,B-OTH
লিটন।,NNP,B-PER
আব্দুর,NNP,B-PER
রউফ,NNP,I-PER
চৌধুরী,NNP,I-PER
জানান,VF,B-OTH
স্থানীয়,ADJ,B-OTH
লোক,NNC,B-PER
জনের,NNC,B-OTH
লিখিত,ADJ,B-OTH
অভিযোগ,NNC,B-OTH
সম্পর্কে,PP,B-OTH
তিনি,PRO,B-OTH
অবগত,ADJ,B-OTH
নন।,VF,B-OTH
সাগর-পাহাড়,NNC,B-OTH
আর,CONJ,B-OTH
সবুজের,NNC,B-OTH
মিতালীর,NNC,B-OTH
নৈস্বগের,NNC,B-OTH
বাংলাদেশ।,NNP,B-GPE
এ,DET,B-OTH
বছর,NNC,B-OTH
মেলায়,NNC,B-EVENT
বিভিন্ন,ADJ,B-OTH
প্রতিষ্ঠানের,NNC,B-ORG
৩০,QF,B-NUM
টি,PART,B-OTH
স্টল,NNC,B-OTH
রয়েছে।,VF,B-OTH
সকল,DET,B-OTH
ভাষার,NNC,B-OTH
সমান,ADJ,B-OTH
মর্যাদা,NNC,B-OTH
চাই,VF,B-OTH
ধরে,VNF,B-OTH
থাকলেন।যাতে,VF,B-OTH
ব্যাগশুদ্ধ,ADJ,B-OTH
বাক্সটা,NNC,B-OTH
উপরে,NNC,B-OTH
না,ADV,B-OTH
যেতে,VNF,B-OTH
পারে।,VF,B-OTH
কারণ,CONJ,B-OTH
যারা,PRO,B-OTH
বাংলাদেশ,NNP,B-GPE
থেকে,PP,B-OTH
পর্তুগালে,NNP,B-GPE
প্রবাস,NNC,B-OTH
রয়েছেন।,VF,B-OTH
বেলায়,NNC,B-OTH
বেলায়,NNC,B-OTH
বয়সটা,NNC,B-OTH
তো,ADV,B-OTH
আর,CONJ,B-OTH
থেমে,VNF,B-OTH
থাকেনি।,VF,B-OTH
কুলাউড়া-শাহবাজপুর-মহিষাসন,NNP,B-LOC
রুটটি,NNC,B-OTH
চালু,NNC,B-OTH
হলে,VNF,B-OTH
আসাম,NNP,B-GPE
ত্রিপুরা,NNP,B-GPE
মেঘালয়,NNP,B-GPE
ও,CONJ,B-OTH
মিজোরামের,NNP,B-GPE
সঙ্গে,PP,B-OTH
সুষ্ঠু,ADJ,B-OTH
রেল,NNC,B-OTH
সংযোগ,NNC,B-OTH
স্থাপিত,ADJ,B-OTH
হবে।,VF,B-OTH
বাংলা,NNP,B-MISC
ছোটগল্প,NNC,B-OTH
রবীন্দ্রনাথ,NNP,B-PER
সৃষ্টি,NNC,B-OTH
করেছিলেন,VF,B-OTH
জীবনের,NNC,B-OTH
বহুবিচিত্র,ADJ,B-OTH
অনুষঙ্গকে,NNC,B-OTH
প্রতিফলিত,NNC,B-OTH
করে।,VNF,B-OTH
প্রিন্টারে,NNC,B-OTH
যখন,ADV,B-OTH
কাগজটি,NNC,B-OTH
মুদ্রণ,NNC,B-OTH
করা,NNC,B-OTH
হয়,VF,B-OTH
না,ADV,B-OTH
তখন,ADV,B-OTH
লোড,NNC,B-OTH
করুন।,VF,B-OTH
৩,OTH,B-NUM
সোজা,ADJ,B-OTH
হয়ে,VNF,B-OTH
দেয়ালে,NNC,B-OTH
পিঠ,NNC,B-OTH
ঠেকিয়ে,VNF,B-OTH
দাঁড়ানো।,NNC,B-OTH
আপাতদৃষ্টিতে,ADV,B-OTH
অনেকেই,PRO,B-OTH
আইসিজের,NNP,B-ORG
এই,DET,B-OTH
অন্তর্বর্তী,ADJ,B-OTH
আদেশকে,NNC,B-OTH
ইসরায়েলের,NNP,B-GPE
প্রতি,PP,B-OTH
একটি,QF,B-NUM
নতুন,ADJ,B-OTH
বিশ্ব,NNC,B-OTH
দৃষ্টিভঙ্গির,NNC,B-OTH
সূচনা,NNC,B-OTH
হিসেবে,PP,B-OTH
দেখছেন।,VF,B-OTH
দুই,QF,B-NUM
বা,CONJ,B-OTH
ততোধিক,ADJ,B-OTH
অঙ্ক,NNC,B-OTH
পাশাপাশি,ADV,B-OTH
বসিয়ে,VNF,B-OTH
৯,QF,B-NUM
অপেক্ষা,PP,B-OTH
বড়,ADJ,B-OTH
সংখ্যা,NNC,B-OTH
লিখা,NNC,B-OTH
যায়।,VF,B-OTH
অতঃপর,ADV,B-OTH
বিচার,NNC,B-OTH
শেষে,NNC,B-OTH
কাফেরদেরকে,NNC,B-PER
হাঁকিয়ে,VNF,B-OTH
নেওয়া,NNC,B-OTH
হবে,VF,B-OTH
জাহান্নামের,NNC,B-LOC
দিকে,PP,B-OTH
এবং,CONJ,B-OTH
মুত্তাক্বীদের,NNC,B-PER
নেওয়া,NNC,B-OTH
হবে,VF,B-OTH
জান্নাতে,NNC,B-LOC
যুমার,PUNCT,B-OTH
৩৯/৬৯-৭৩)।,QF,B-T&T
তবে,CONJ,B-OTH
উৎপাদন,NNC,B-OTH
বন্ধ,NNC,B-OTH
করে,VNF,B-OTH
দেওয়াই,NNC,B-OTH
সমাধান,NNC,B-OTH
কিনা,ADV,B-OTH
তা,PRO,B-OTH
নিয়ে,PP,B-OTH
বিতর্ক,NNC,B-OTH
প্রবল।,ADJ,B-OTH
এর,PRO,B-OTH
আগে,PP,B-OTH
ঢাকায়,NNP,B-GPE
আয়োজিত,ADJ,B-OTH
একটি,QF,B-NUM
ফ্যাশন,NNC,B-OTH
শোতে,NNC,B-OTH
র‌্যাম্পে,NNC,B-OTH
হেঁটেছিলেন,VF,B-OTH
শাকিব,NNP,B-PER
খান।,NNP,I-PER
আওয়ামী,NNP,B-ORG
লীগ,NNP,I-ORG
সাধারণ,ADJ,B-PER
সম্পাদক,NNC,I-PER
বলেন,VF,B-OTH
‘এই,PUNCT,B-OTH
আন্দোলনের,NNC,B-EVENT
ওপর,PP,B-OTH
মহান,ADJ,B-OTH
মুক্তিযুদ্ধের,NNC,B-EVENT
চেতনা,NNC,B-OTH
ও,CONJ,B-OTH
স্বাধীনতাবিরোধী,ADJ,B-OTH
অপশক্তি,NNC,B-OTH
ভর,NNC,B-OTH
করেছে।,VF,B-OTH
নির্বাচন,NNC,B-ORG
কমিশন,NNC,I-ORG
সচিব,NNC,B-PER
মো,NNP,B-PER
জাহাংগীর,NNP,I-PER
আলম,NNP,I-PER
জানিয়েছেন,VF,B-OTH
উপজেলা,NNC,B-OTH
পরিষদের,NNC,B-ORG
দ্বিতীয়,ADJ,B-NUM
ধাপের,NNC,B-OTH
১৬১,QF,B-NUM
পরিষদের,NNC,B-ORG
নির্বাচন,NNC,B-EVENT
আগামী,ADJ,B-D&T
২১,QF,I-D&T
মে,NNP,I-D&T
অনুষ্ঠিত,ADJ,B-OTH
হবে।,VF,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
আমাদের,PRO,B-OTH
সবচেয়ে,ADJ,B-OTH
বড়,ADJ,B-OTH
জায়গা,NNC,B-OTH
হলো,VF,B-OTH
আস্থার,NNC,B-OTH
সংকট,NNC,B-OTH
তৈরি,NNC,B-OTH
হয়েছে।,VF,B-OTH
১৯৬২,QF,B-D&T
সালে,NNC,I-D&T
১৭,QF,B-NUM
বছর,NNC,B-UNIT
বয়সে,NNC,B-OTH
ছাত্রাবস্থায়,NNC,B-OTH
আবেদ,NNP,B-PER
খানের,NNP,I-PER
সাংবাদিকতায়,NNC,B-OTH
হাতেখড়ি,NNC,B-OTH
হয়,VF,B-OTH
দৈনিক,NNP,B-OTH
‘জেহাদ’,PUNCT,B-OTH
পত্রিকার,NNC,B-OTH
মাধ্যমে।,PP,B-OTH
মিথুন,NNP,B-LOC
রাশি,NNC,I-LOC
২১,PUNCT,B-OTH
মে,NNP,B-D&T
–,PUNCT,B-D&T
২০,QF,B-D&T
জুন,NNP,B-D&T
,PUNCT,B-OTH
হারানো,ADJ,B-OTH
স্থাবর,ADJ,B-OTH
সম্পত্তি,NNC,B-OTH
পূণরুদ্ধারের,NNC,B-OTH
চেষ্টা,NNC,B-OTH
সফল,ADJ,B-OTH
হবে।,VF,B-OTH
আহা,INTJ,B-OTH
হা,INTJ,B-OTH
তাঁর,PRO,B-OTH
মতো,PP,B-OTH
স্বামীসুখাভিলাষিণী,NNC,B-PER
‘উদ্ভট,PUNCT,B-OTH
ত্যাগিনী’,NNC,B-OTH
এ,DET,B-OTH
ঘোর,ADJ,B-OTH
কলিকালে,NNC,B-OTH
মরজগতে,NNC,B-OTH
নিতান্তই,ADJ,B-OTH
দুর্লভ,ADJ,B-OTH
রে,PART,B-OTH
নিতান্তই,ADJ,B-OTH
দুর্লভ।,ADJ,B-OTH
খ্রিষ্টান,NNP,B-PER
কিংবা,CONJ,B-OTH
হিন্দু,NNP,B-PER
ধর্মাবলম্বীকে,NNC,B-PER
যদি,CONJ,B-OTH
নিজ,PRO,B-OTH
ধর্মের,NNC,B-OTH
কোন,DET,B-OTH
বইসহ,NNC,B-OTH
পাওয়া,NNC,B-OTH
যায়,VF,B-OTH
অনুষ্ঠানের,NNC,B-EVENT
শুরুতেই,NNC,B-OTH
বাংলাদেশ,NNP,B-GPE
ও,CONJ,B-OTH
পর্তুগালের,NNP,B-GPE
জাতীয়,ADJ,B-OTH
সঙ্গীত,NNC,B-OTH
পরিবেশিত,ADJ,B-OTH
হয়।,VF,B-OTH
প্রধানমন্ত্রী,NNC,B-PER
কার্যালয়ের,NNC,B-OTH
অধীনে,PP,B-OTH
এটুআই,NNP,B-EVENT
প্রোগ্রামের,NNC,B-OTH
আওতায়,NNC,B-OTH
এ,DET,B-OTH
সেবা,NNC,B-OTH
চালু,NNC,B-OTH
করা,NNC,B-OTH
হয়েছে,VF,B-OTH
বলেও,PP,B-OTH
বিজ্ঞপ্তিতে,NNC,B-OTH
জানানো,NNC,B-OTH
হয়।,VF,B-OTH
বুধবার,NNP,B-D&T
৩১,PUNCT,B-OTH
মে,NNP,B-D&T
প্রধানমন্ত্রী,NNC,B-PER
শেখ,NNP,B-PER
হাসিনা,NNP,I-PER
এ,DET,B-OTH
সংক্রান্ত,ADJ,B-OTH
সার-সংক্ষেপে,NNC,B-OTH
সই,NNC,B-OTH
করেছেন।,VF,B-OTH
পশ্চিমবঙ্গে,NNP,B-GPE
ভোট,NNC,B-OTH
হতে,VNF,B-OTH
চলা,NNC,B-OTH
তিন,QF,B-NUM
আসনে,NNC,B-OTH
২০১৯,QF,B-D&T
সালে,NNC,I-D&T
জয়,NNC,B-OTH
পেয়েছিল,VF,B-OTH
বিজেপি।,NNP,B-ORG
২০২৩,QF,B-D&T
সালটা,NNC,I-D&T
বিরাট,NNP,B-PER
কোহলির,NNP,I-PER
জন্য,PP,B-OTH
বেশ,ADJ,B-OTH
ভালোই,ADJ,B-OTH
কেটেছে।,VF,B-OTH
দীর্ঘনিশ্বাস,NNC,B-OTH
ছেড়ে,VNF,B-OTH
শাজাহান,NNP,B-PER
কইলেন,VF,B-OTH
ঠিকাছে,VF,B-OTH
তবে।,CONJ,B-OTH
করোনা,NNP,B-MISC
ভাইরাস,NNP,B-OTH
প্রতিরোধে,NNC,B-OTH
কী,PRO,B-OTH
কী,PRO,B-OTH
খাওয়া,NNC,B-OTH
উচিত,NNC,B-OTH
আর,CONJ,B-OTH
কী,PRO,B-OTH
নয়,VF,B-OTH
তা,PRO,B-OTH
নিয়ে,PP,B-OTH
চলছে,VF,B-OTH
উদ্বেগ।,NNC,B-OTH
হরিয়ানা,NNP,B-ORG
পুলিশের,NNC,I-ORG
বক্তব্য,NNC,B-OTH
কৃষকরা,NNC,B-PER
যুবকদের,NNC,B-PER
হাতে,NNC,B-OTH
লাঠি,NNC,B-OTH
পাথর,NNC,B-OTH
লোহার,NNC,B-OTH
রড,NNC,B-OTH
ও,CONJ,B-OTH
মাস্ক,NNC,B-OTH
তুলে,VNF,B-OTH
দিয়েছে।,VF,B-OTH
জানা,NNC,B-OTH
গেছে,VF,B-OTH
শুক্রবার,NNP,B-D&T
সকাল,NNC,I-D&T
৯টায়,QF,I-D&T
বাংলাদেশ,NNP,B-ORG
বিমানের,NNP,I-ORG
বিজি-১৩৬,NNP,B-OTH
ফ্লাইটে,NNC,B-OTH
চট্টগ্রাম,NNP,B-GPE
পৌঁছেন,VF,B-OTH
রফিকুল।,NNP,B-PER
সড়ক,NNC,B-OTH
দুর্ঘটনায়,NNC,B-OTH
আর্থসামাজিক,ADJ,B-OTH
ক্ষতির,NNC,B-OTH
হিসাব,NNC,B-OTH
তৈরি,NNC,B-OTH
করেছে,VF,B-OTH
বুয়েটের,NNP,B-ORG
সড়ক,NNP,B-ORG
দুর্ঘটনা,NNP,I-ORG
গবেষণা,NNP,I-ORG
ইনস্টিটিউট,NNP,I-ORG
এআরআই)।,PUNCT,B-OTH
ভারতীয়,ADJ,B-GPE
ক্রিকেট,NNP,B-MISC
খেলোয়াড়গণ,NNC,B-PER
উপমহাদেশর,NNC,B-LOC
গৌরব,NNC,B-OTH
অভাবিত,ADJ,B-OTH
সাড়া,NNC,B-OTH
পাবেন,VF,B-OTH
আজ,NNC,B-D&T
পাবেন,VF,B-OTH
ঝাঁপিয়ে,VNF,B-OTH
পড়ুন,VF,B-OTH
কাজে।,NNC,B-OTH
তখনও,ADV,B-OTH
খামে,NNC,B-OTH
বন্ধ,ADJ,B-OTH
হাতে,NNC,B-OTH
লেখা,NNC,B-OTH
চিঠির,NNC,B-OTH
যুগ,NNC,B-OTH
নিশ্চিহ্ন,ADJ,B-OTH
হয়ে,VNF,B-OTH
এমন,ADJ,B-OTH
ই-মেল,NNC,B-OTH
সর্বস্বতা,NNC,B-OTH
গ্রাস,NNC,B-OTH
করেনি,VF,B-OTH
আমাদের।,PRO,B-OTH
প্রথমে,ADV,B-OTH
রিসেপশনিস্ট,NNC,B-PER
জিজ্ঞাসা,NNC,B-OTH
করলেন,VF,B-OTH
তাদের,PRO,B-OTH
নামে,NNC,B-OTH
একটি,QF,B-NUM
টেবিল,NNC,B-OTH
বুক,NNC,B-OTH
করা,NNC,B-OTH
আছে,VF,B-OTH
কি,ADV,B-OTH
না।,ADV,B-OTH
তিনি,PRO,B-OTH
গণমাধ্যমকে,NNC,B-OTH
বলেন,VF,B-OTH
‘আমরা,PUNCT,B-OTH
বৈঠকে,NNC,B-OTH
অংশগ্রহণ,NNC,B-OTH
করব,VF,B-OTH
ইনশা,INTJ,B-OTH
আল্লাহ।’,INTJ,B-OTH
আরিফের,NNP,B-PER
স্ত্রী,NNC,B-PER
শরিফা,NNP,B-PER
বেগম,NNP,I-PER
বলেন,VF,B-OTH
‘আমার,PUNCT,B-OTH
জীবনের,NNC,B-OTH
